2.5	0.019731785729577234	0.0012361400940461462
7.5	0.013457469581490078	0.0011003566613629401
12.5	0.01006476723658678	0.0017657334792490157
17.5	0.009981246390732945	0.0023503885767278757
22.5	0.00630685613464399	0.0016383190723772449
27.5	0.005599841553943663	0.0014191774574967078
32.5	0.0023593075542692743	0.001613863277060541
37.5	-0.0014812873046070596	0.0019438551009689363
42.5	0.0035773960727076837	0.0038403535457690683
47.5	0.0020192535630254582	0.0017431469737333887
52.5	0.0008206778548686122	0.0011093052516335435
57.5	-0.0007955104347819875	0.0016305067414774327
62.5	0.0015714294432189746	0.002164086303442384
67.5	0.003828793096561478	0.0007976339755858432
72.5	0.0022316282774547114	0.0008694673493870814
77.5	0.004511757331878252	0.0016927624801671027
82.5	0.0008617141786857463	0.0025519499322548384
87.5	0.0006598193006294162	0.002229400657149954
92.5	-0.006219062286999977	0.002090023551404047
97.5	-0.011850754181257361	0.0037666455717185903
102.5	-0.00410863414576268	0.003980191849350612
107.5	-0.0029333528372108564	0.003999993782223177
112.5	0.0029959688142959795	0.0026282291027957968
117.5	0.0020759614188899933	0.0016564422184456246
122.5	-0.0034409292243967604	0.0017430936691505848
127.5	-0.0012916629491984688	0.006014389167358226
132.5	0.0019835838871378186	0.0035835867213090057
137.5	0.0010544613408031145	0.004858357352439682
142.5	-0.005110007949243545	0.0038345325788644745
147.5	0.0014600633487319437	0.0023387371013734895
152.5	-0.0018654698756085386	0.0036164795688156124
157.5	0.0025984312256214226	0.003689242172857021
162.5	0.003921953038593995	0.005590779823764224
167.5	0.0053396263654211795	0.0014953533577058927
172.5	0.0031027143123529832	0.0019252152316945683
177.5	-0.001378031930598933	0.0018167215112657345
